employee_id,name,subsidiary,division,department,role,level,fte,manager_id,performance_score,engagement_score,market_pull,key_person_dependency,attrition_risk,tenure_years,salary_grade
E0516,Hoàng Ngọc Long,Genesis Social Responsibility Platform,Manufacturing,Production,Production Staff,Staff,1,E0928,88.8,88.1,71,56,30.4,0.9,G6
E0517,Đỗ Thị Mai,Genesis Human Resources Services,Manufacturing,Production,Production Staff,Staff,1,E0753,95.3,70.2,30,61,27.7,0.9,G8
E0518,Bùi Ngọc Mai,Genesis Fund & Innovation,Corporate,HR,HR Specialist,Specialist,1,E0062,87.8,83.3,75,55,40.3,2.8,G7
E0519,Lê Ngọc Dũng,Genesis Social Responsibility Platform,Manufacturing,Production,Production Staff,Staff,1,E0474,99.0,83.0,72,49,32.9,6.9,G10
E0520,Phạm Đức An,Genesis Green Manufacturing,Commercial,Sales,Sales Specialist,Specialist,1,E0274,68.9,48.0,92,98,60.1,1.6,G7
E0521,Bùi Thu Phúc,Genesis Social Responsibility Platform,Corporate,Finance,Finance Supervisor,Supervisor,1,CEO,77.1,67.4,58,65,46.8,5.7,G4
E0522,Đỗ Gia Nam,Genesis Green Manufacturing,Manufacturing,Production,Production Staff,Staff,1,E0863,75.0,67.1,40,65,41.4,4.5,G5
E0523,Vũ Minh Chi,Genesis Fund & Innovation,Technology,Data & AI,Data & AI Senior Specialist,Senior Specialist,1,E0069,63.9,98.5,71,77,35.3,2.5,G6
E0524,Nguyễn Văn Hải,Genesis Fund & Innovation,Manufacturing,Quality,Quality Specialist,Specialist,1,E0142,78.5,80.8,29,59,29.2,2.3,G5
E0525,Đặng Minh Bình,Genesis Social Responsibility Platform,Corporate,HR,HR Senior Manager,Senior Manager,1,CEO,89.1,66.0,45,90,49.9,7.6,G2
E0526,Trần Văn An,Genesis Holding Office,Manufacturing,Production,Production Staff,Staff,1,E0992,69.3,95.1,55,26,28.7,5.1,G6
E0527,Phạm Ngọc Yến,Genesis Holding Office,Manufacturing,Production,Production Staff,Staff,1,E0909,68.8,79.0,48,51,37.9,1.9,G7
E0528,Trần Thu Yến,Genesis Fund & Innovation,Commercial,Sales,Sales Manager,Manager,1,CEO,88.6,84.1,80,56,44.2,8.5,G10
E0529,Vũ Ngọc Phúc,Genesis Fund & Innovation,Manufacturing,Maintenance,Maintenance Staff,Staff,1,E0132,87.0,75.5,37,29,30.4,2.0,G8
E0530,Lê Đức Trang,Genesis Holding Office,Manufacturing,Production,Production Staff,Staff,1,E0242,72.7,77.6,52,33,34.1,7.5,G10
E0531,Hồ Ngọc Linh,Genesis Social Responsibility Platform,Manufacturing,Production,Production Supervisor,Supervisor,1,CEO,70.7,83.8,54,62,42.1,3.2,G3
E0532,Hồ Minh Tâm,Genesis Social Responsibility Platform,Executive,Transformation Office,Transformation Office Staff,Staff,1,E0082,68.1,82.6,42,17,28.6,4.7,G3
E0533,Trần Gia Thảo,Genesis Holding Office,Corporate,HR,HR Staff,Staff,1,E0848,57.4,70.6,22,51,27.1,6.4,G6
E0534,Bùi Minh Việt,Genesis Holding Office,Manufacturing,Production,Production Staff,Staff,1,E0133,80.0,59.6,52,33,29.9,4.7,G6
E0535,Phạm Thu Bình,Genesis Human Resources Services,Commercial,Sales,Sales Specialist,Specialist,1,E0556,76.0,85.5,88,95,53.5,2.9,G3
E0536,Nguyễn Gia Nam,Genesis Fund & Innovation,Manufacturing,Maintenance,Maintenance Staff,Staff,1,E0818,58.1,90.2,62,32,19.7,8.5,G3
E0537,Vũ Đức An,Genesis Fund & Innovation,Technology,IT,IT Specialist,Specialist,1,E0939,63.6,51.9,84,94,54.7,1.1,G6
E0538,Đặng Văn Sơn,Genesis Holding Office,Corporate,Finance,Finance Senior Specialist,Senior Specialist,1,E0521,75.0,71.0,78,66,42.4,4.8,G4
E0539,Phạm Thu Tuấn,Genesis Holding Office,Manufacturing,Maintenance,Maintenance Specialist,Specialist,1,E0035,87.6,71.1,62,59,42.0,4.7,G5
E0540,Vũ Thu Hà,Genesis Holding Office,Commercial,Sales,Sales Staff,Staff,1,E0488,99.0,40.9,51,64,55.9,5.2,G2
E0541,Trần Minh Quân,Genesis Holding Office,Manufacturing,Production,Production Staff,Staff,1,E0670,68.0,82.5,62,41,29.1,3.9,G10
E0542,Vũ Văn Hải,Genesis Green Manufacturing,Manufacturing,Production,Production Staff,Staff,1,E0729,69.2,76.0,32,57,30.2,3.3,G8
E0543,Đỗ Gia Dũng,Genesis Fund & Innovation,Commercial,Sales,Sales Staff,Staff,1,E0528,67.3,76.6,95,30,45.9,5.7,G9
E0544,Phạm Gia Nam,Genesis Human Resources Services,Manufacturing,Production,Production Staff,Staff,1,E0551,76.2,96.5,37,50,16.1,4.3,G5
E0545,Vũ Thu Quân,Genesis Holding Office,Executive,CEO Office,CEO Office Staff,Staff,1,E0784,72.8,75.7,49,49,26.6,1.6,G6
E0546,Hoàng Minh Long,Genesis Green Manufacturing,Manufacturing,Production,Production Specialist,Specialist,1,E0482,81.4,77.4,36,89,31.9,1.9,G10
E0547,Bùi Minh Hải,Genesis Human Resources Services,Technology,Data & AI,Data & AI Specialist,Specialist,1,E0702,99.0,71.4,47,64,42.9,1.8,G7
E0548,Trần Ngọc Trang,Genesis Social Responsibility Platform,Manufacturing,Production,Production Specialist,Specialist,1,E0183,63.0,75.9,25,56,33.9,1.4,G7
E0549,Vũ Ngọc Linh,Genesis Human Resources Services,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0235,53.5,64.4,65,87,53.3,2.3,G5
E0550,Hồ Đức Trang,Genesis Fund & Innovation,Technology,IT,IT Staff,Staff,1,E0245,78.2,99.0,54,43,30.3,0.2,G4
E0551,Lê Ngọc Nam,Genesis Green Manufacturing,Manufacturing,Production,Production Senior Manager,Senior Manager,1,CEO,75.3,82.6,27,90,26.9,3.7,G3
E0552,Lê Thị Phúc,Genesis Fund & Innovation,Manufacturing,Supply Chain,Supply Chain Staff,Staff,1,E0407,69.5,61.4,51,42,33.0,4.6,G7
E0553,Đặng Thị Trang,Genesis Human Resources Services,Manufacturing,Production,Production Staff,Staff,1,E0281,63.2,87.4,35,15,13.5,16.6,G10
E0554,Đỗ Ngọc Quân,Genesis Holding Office,Executive,Transformation Office,Transformation Office Specialist,Specialist,1,E0854,89.2,98.2,75,80,32.7,6.0,G3
E0555,Lê Minh Yến,Genesis Fund & Innovation,Manufacturing,EHS,EHS Specialist,Specialist,1,E0280,90.3,89.7,74,77,42.1,3.2,G2
E0556,Đặng Minh Dũng,Genesis Fund & Innovation,Commercial,Sales,Sales Manager,Manager,1,CEO,99.0,95.0,49,57,19.8,5.8,G3
E0557,Hoàng Ngọc Việt,Genesis Green Manufacturing,Manufacturing,Quality,Quality Senior Specialist,Senior Specialist,1,E0695,84.0,63.8,57,74,42.3,7.0,G9
E0558,Bùi Minh Tuấn,Genesis Fund & Innovation,Technology,IT,IT Staff,Staff,1,E0939,83.4,80.8,89,65,37.1,8.4,G10
E0559,Đỗ Đức Bình,Genesis Fund & Innovation,Manufacturing,Production,Production Staff,Staff,1,E0551,89.6,67.8,56,12,27.1,3.3,G2
E0560,Vũ Ngọc Quân,Genesis Holding Office,Manufacturing,Supply Chain,Supply Chain Specialist,Specialist,1,E0661,65.2,83.1,57,79,34.8,5.0,G7
E0561,Phạm Gia Nam,Genesis Fund & Innovation,Manufacturing,Production,Production Specialist,Specialist,1,E0531,56.5,68.9,33,92,39.4,4.1,G4
E0562,Hồ Minh Sơn,Genesis Social Responsibility Platform,Corporate,Finance,Finance Senior Manager,Senior Manager,1,CEO,81.0,78.6,81,82,45.3,2.0,G10
E0563,Vũ Minh Tâm,Genesis Fund & Innovation,Executive,Strategy,Strategy Staff,Staff,1,E0826,73.8,79.3,63,23,22.2,3.8,G10
E0564,Trần Đức Yến,Genesis Fund & Innovation,Commercial,Sales,Sales Specialist,Specialist,1,E0454,88.7,71.7,82,59,50.9,4.0,G7
E0565,Hồ Minh Tâm,Genesis Social Responsibility Platform,Corporate,HR,HR Staff,Staff,1,E0631,73.8,84.1,30,24,18.4,8.3,G9
E0566,Hoàng Thu An,Genesis Fund & Innovation,Executive,Transformation Office,Transformation Office Specialist,Specialist,1,E0273,82.7,70.2,28,58,25.3,1.4,G3
E0567,Hoàng Minh Việt,Genesis Green Manufacturing,Executive,Strategy,Strategy Staff,Staff,1,E0065,71.5,72.1,39,27,31.2,6.4,G7
E0568,Lê Ngọc Thảo,Genesis Holding Office,Manufacturing,Production,Production Staff,Staff,1,E0248,60.2,78.1,21,62,27.9,16.2,G4
E0569,Đặng Ngọc Trang,Genesis Fund & Innovation,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0340,79.8,70.3,26,60,31.0,1.7,G2
E0570,Bùi Minh Tuấn,Genesis Social Responsibility Platform,Technology,Data & AI,Data & AI Senior Specialist,Senior Specialist,1,E0702,72.4,95.6,91,67,37.7,3.1,G4
E0571,Hồ Minh An,Genesis Holding Office,Corporate,HR,HR Senior Specialist,Senior Specialist,1,E0970,96.8,65.1,37,57,38.0,5.2,G4
E0572,Đỗ Thị Long,Genesis Human Resources Services,Manufacturing,Supply Chain,Supply Chain Supervisor,Supervisor,1,CEO,78.4,82.5,20,10,14.0,1.0,G9
E0573,Phạm Thu Linh,Genesis Social Responsibility Platform,Commercial,Sales,Sales Specialist,Specialist,1,E0488,99.0,89.2,54,85,31.5,4.1,G2
E0574,Bùi Gia Tâm,Genesis Social Responsibility Platform,Manufacturing,Maintenance,Maintenance Specialist,Specialist,1,E0132,78.3,87.5,58,77,42.2,2.3,G6
E0575,Nguyễn Thị Sơn,Genesis Holding Office,Technology,Data & AI,Data & AI Senior Specialist,Senior Specialist,1,E0270,84.0,87.2,89,98,50.2,12.2,G7
E0576,Vũ Ngọc An,Genesis Fund & Innovation,CSR,Sustainability,Sustainability Specialist,Specialist,1,E0873,82.8,76.9,63,73,44.2,4.3,G2
E0577,Vũ Thị Yến,Genesis Holding Office,Executive,CEO Office,CEO Office Staff,Staff,1,E0784,78.0,95.7,71,30,32.8,4.8,G9
E0578,Đỗ Đức Nam,Genesis Human Resources Services,Technology,IT,IT Specialist,Specialist,1,E0657,99.0,88.0,54,85,31.5,7.2,G5
E0579,Nguyễn Gia Chi,Genesis Human Resources Services,Manufacturing,Production,Production Supervisor,Supervisor,1,CEO,99.0,95.3,37,48,17.8,10.9,G9
E0580,Đặng Minh Mai,Genesis Social Responsibility Platform,Manufacturing,Production,Production Staff,Staff,1,E0242,85.9,71.3,47,38,27.4,3.5,G9
E0581,Đặng Đức Bình,Genesis Human Resources Services,Corporate,HR,HR Staff,Staff,1,E0974,70.3,71.1,20,14,18.0,5.0,G5
E0582,Đỗ Minh Trang,Genesis Green Manufacturing,Commercial,Sales,Sales Staff,Staff,1,E0593,74.7,40.6,91,57,60.3,6.7,G9
E0583,Vũ Văn Tâm,Genesis Fund & Innovation,Manufacturing,Production,Production Supervisor,Supervisor,1,CEO,61.3,99.0,36,38,14.1,1.5,G3
E0584,Hồ Gia Tâm,Genesis Holding Office,Manufacturing,Supply Chain,Supply Chain Senior Specialist,Senior Specialist,1,E0962,90.6,49.6,53,95,53.4,6.8,G5
E0585,Phạm Minh An,Genesis Fund & Innovation,Manufacturing,Quality,Quality Supervisor,Supervisor,1,CEO,82.1,76.8,66,56,32.5,1.9,G9
E0586,Phạm Đức Việt,Genesis Fund & Innovation,CSR,Sustainability,Sustainability Senior Specialist,Senior Specialist,1,E0901,81.4,85.2,75,70,36.6,2.2,G9
E0587,Trần Ngọc Bình,Genesis Social Responsibility Platform,Corporate,Legal,Legal Staff,Staff,1,E0941,75.6,88.5,50,57,27.5,5.8,G5
E0588,Trần Minh Bình,Genesis Human Resources Services,Manufacturing,Production,Production Specialist,Specialist,1,E0753,56.2,84.3,51,70,33.0,5.5,G2
E0589,Hoàng Minh Việt,Genesis Human Resources Services,Manufacturing,Quality,Quality Senior Manager,Senior Manager,1,CEO,94.6,80.9,44,73,34.9,3.0,G9
E0590,Trần Gia Dũng,Genesis Green Manufacturing,Corporate,HR,HR Staff,Staff,1,E0936,92.3,70.5,59,42,41.8,5.7,G6
E0591,Bùi Thị Tâm,Genesis Holding Office,Commercial,Sales,Sales Manager,Manager,1,CEO,48.9,99.0,95,87,39.3,2.8,G5
E0592,Trần Đức Trang,Genesis Fund & Innovation,Manufacturing,Quality,Quality Senior Specialist,Senior Specialist,1,E0322,72.8,72.8,42,88,34.9,10.4,G6
E0593,Lê Đức Chi,Genesis Fund & Innovation,Commercial,Sales,Sales Manager,Manager,1,CEO,78.7,83.3,56,77,46.1,12.0,G8
E0594,Đặng Đức Dũng,Genesis Human Resources Services,Corporate,HR,HR Staff,Staff,1,E0917,85.2,73.3,69,41,38.9,9.2,G4
E0595,Đặng Gia Linh,Genesis Fund & Innovation,Corporate,HR,HR Staff,Staff,1,E0848,92.6,88.9,66,65,42.8,13.6,G4
E0596,Vũ Gia Long,Genesis Holding Office,Executive,Transformation Office,Transformation Office Specialist,Specialist,1,E0362,98.8,91.5,73,85,41.8,3.2,G9
E0597,Vũ Văn Sơn,Genesis Fund & Innovation,Manufacturing,Quality,Quality Specialist,Specialist,1,E0718,68.6,91.4,34,96,32.1,11.2,G10
E0598,Lê Văn Hà,Genesis Human Resources Services,CSR,Sustainability,Sustainability Specialist,Specialist,1,E0873,84.0,67.8,31,93,50.1,5.3,G2
E0599,Vũ Gia Việt,Genesis Human Resources Services,Manufacturing,Maintenance,Maintenance Specialist,Specialist,1,E0158,81.5,64.0,29,67,44.9,16.3,G3
E0600,Phạm Văn Hải,Genesis Green Manufacturing,Manufacturing,Quality,Quality Staff,Staff,1,E0695,73.0,46.1,44,33,46.3,6.0,G8
E0601,Nguyễn Ngọc Tâm,Genesis Social Responsibility Platform,Corporate,Finance,Finance Specialist,Specialist,1,E0244,88.1,71.2,62,63,45.0,5.1,G10
E0602,Lê Gia Nam,Genesis Holding Office,Commercial,Sales,Sales Staff,Staff,1,E0184,84.1,63.7,88,11,39.0,1.6,G9
E0603,Trần Thu Long,Genesis Fund & Innovation,Manufacturing,Maintenance,Maintenance Senior Specialist,Senior Specialist,1,E0158,68.0,75.9,66,76,51.0,1.4,G6
E0604,Đỗ Đức Mai,Genesis Green Manufacturing,Corporate,Finance,Finance Staff,Staff,1,E0271,84.8,74.2,66,60,41.3,3.8,G9
E0605,Trần Gia Minh,Genesis Holding Office,Manufacturing,Production,Production Staff,Staff,1,E0494,63.8,79.1,29,54,23.5,2.9,G3
E0606,Phạm Minh Nam,Genesis Fund & Innovation,Manufacturing,Production,Production Specialist,Specialist,1,E0281,79.5,53.9,56,55,46.5,3.2,G7
E0607,Bùi Thu Trang,Genesis Human Resources Services,Corporate,Procurement,Procurement Staff,Staff,1,E0933,66.9,75.5,64,29,28.1,2.2,G5
E0608,Nguyễn Thu Tuấn,Genesis Holding Office,Corporate,HR,HR Specialist,Specialist,1,E0446,83.4,52.0,53,62,42.5,1.4,G3
E0609,Trần Thị Tuấn,Genesis Green Manufacturing,Manufacturing,Production,Production Staff,Staff,1,E0995,98.6,82.6,41,37,21.7,5.1,G8
E0610,Trần Thu Bình,Genesis Social Responsibility Platform,Technology,IT,IT Specialist,Specialist,1,E0958,82.2,92.5,75,73,32.4,3.5,G6
E0611,Trần Thu Minh,Genesis Social Responsibility Platform,Corporate,HR,HR Manager,Manager,1,CEO,74.8,81.1,49,75,33.5,1.5,G5
E0612,Bùi Thu Dũng,Genesis Human Resources Services,Manufacturing,Supply Chain,Supply Chain Manager,Manager,1,CEO,60.4,77.6,39,61,39.0,2.6,G10
E0613,Đỗ Gia Hà,Genesis Human Resources Services,Executive,Transformation Office,Transformation Office Staff,Staff,1,E0911,76.5,99.0,52,25,26.1,4.7,G2
E0614,Đỗ Thị Việt,Genesis Green Manufacturing,Corporate,HR,HR Staff,Staff,1,E0444,82.5,79.1,50,36,27.1,2.6,G4
E0615,Đỗ Đức Mai,Genesis Holding Office,Executive,Strategy,Strategy Staff,Staff,1,E0221,64.3,69.2,68,21,31.9,2.4,G6
E0616,Hồ Minh Linh,Genesis Human Resources Services,Manufacturing,Quality,Quality Staff,Staff,1,E0330,84.1,82.2,36,49,23.4,1.6,G6
E0617,Vũ Gia Hải,Genesis Social Responsibility Platform,Corporate,HR,HR Supervisor,Supervisor,1,CEO,74.2,65.4,24,53,30.9,5.3,G10
E0618,Bùi Thị Tuấn,Genesis Social Responsibility Platform,Corporate,Procurement,Procurement Staff,Staff,1,E0214,91.6,62.2,75,30,38.3,4.8,G5
E0619,Đặng Văn Trang,Genesis Fund & Innovation,Corporate,Finance,Finance Manager,Manager,1,CEO,58.8,73.2,58,67,39.2,1.5,G6
E0620,Đỗ Đức Tuấn,Genesis Fund & Innovation,Commercial,Sales,Sales Staff,Staff,1,E0593,67.5,91.0,55,26,17.1,4.0,G6
E0621,Trần Đức Hải,Genesis Holding Office,Corporate,Finance,Finance Staff,Staff,1,E0878,75.1,98.1,86,28,20.5,1.4,G5
E0622,Hồ Minh Nam,Genesis Green Manufacturing,Manufacturing,Quality,Quality Supervisor,Supervisor,1,CEO,80.2,61.1,74,63,54.8,0.3,G5
E0623,Hoàng Thị Yến,Genesis Holding Office,Technology,IT,IT Specialist,Specialist,1,E0738,73.4,61.1,92,79,58.0,10.6,G10
E0624,Đặng Gia Nam,Genesis Fund & Innovation,Manufacturing,Supply Chain,Supply Chain Staff,Staff,1,E0656,73.2,77.7,31,40,23.6,6.7,G7
E0625,Hồ Gia Mai,Genesis Green Manufacturing,Manufacturing,Maintenance,Maintenance Specialist,Specialist,1,E0945,62.8,85.6,27,55,25.1,2.4,G3
E0626,Đặng Thu Yến,Genesis Holding Office,Technology,IT,IT Senior Specialist,Senior Specialist,1,E0358,87.6,99.0,83,62,39.6,0.6,G3
E0627,Hoàng Ngọc Nam,Genesis Holding Office,Manufacturing,Quality,Quality Specialist,Specialist,1,E0708,95.2,75.9,64,83,38.4,8.2,G9
E0628,Vũ Thu Minh,Genesis Human Resources Services,Commercial,Marketing,Marketing Specialist,Specialist,1,E0206,55.8,68.2,23,66,42.0,0.7,G6
E0629,Hồ Minh Việt,Genesis Human Resources Services,Commercial,Sales,Sales Staff,Staff,1,E0243,71.3,63.4,45,20,23.2,3.3,G6
E0630,Hồ Đức Hà,Genesis Social Responsibility Platform,Commercial,Marketing,Marketing Supervisor,Supervisor,1,CEO,87.9,67.1,54,64,36.6,0.8,G8
E0631,Hoàng Thị Trang,Genesis Holding Office,Corporate,HR,HR Senior Manager,Senior Manager,1,CEO,87.5,87.2,24,95,32.9,0.7,G6
E0632,Lê Thị Quân,Genesis Holding Office,Manufacturing,Production,Production Staff,Staff,1,E0474,71.7,72.4,32,51,25.3,0.9,G4
E0633,Hoàng Ngọc Sơn,Genesis Green Manufacturing,Corporate,HR,HR Staff,Staff,1,E0525,84.7,79.2,34,34,28.3,1.3,G4
E0634,Vũ Đức Yến,Genesis Fund & Innovation,Manufacturing,Quality,Quality Senior Specialist,Senior Specialist,1,E0589,87.9,90.2,38,88,29.9,6.4,G3
E0635,Trần Văn Tuấn,Genesis Holding Office,Corporate,HR,HR Senior Specialist,Senior Specialist,1,E0974,81.0,99.0,50,61,23.0,4.0,G6
E0636,Nguyễn Gia Dũng,Genesis Holding Office,Commercial,Marketing,Marketing Staff,Staff,1,E0919,69.9,97.3,55,47,26.9,4.8,G3
E0637,Nguyễn Gia Phúc,Genesis Green Manufacturing,Manufacturing,Production,Production Staff,Staff,1,E0340,84.7,78.7,30,50,24.6,3.6,G5
E0638,Lê Thị An,Genesis Holding Office,Executive,Strategy,Strategy Staff,Staff,1,E0221,95.9,69.3,33,41,31.8,3.8,G8
E0639,Hoàng Đức Nam,Genesis Fund & Innovation,Commercial,Sales,Sales Staff,Staff,1,E0946,96.4,83.6,47,42,31.1,2.3,G8
E0640,Đặng Minh Nam,Genesis Social Responsibility Platform,CSR,Sustainability,Sustainability Staff,Staff,1,E0050,76.7,66.0,74,43,34.8,3.0,G5
E0641,Vũ Thu Dũng,Genesis Human Resources Services,Corporate,Finance,Finance Staff,Staff,1,E0291,73.8,67.6,87,36,48.0,7.1,G6
E0642,Hoàng Thị Phúc,Genesis Human Resources Services,Manufacturing,Production,Production Staff,Staff,1,E0660,86.1,89.8,46,54,35.1,4.5,G3
E0643,Đặng Đức Mai,Genesis Holding Office,Manufacturing,Production,Production Specialist,Specialist,1,E0183,78.0,77.3,49,72,36.1,3.4,G10
E0644,Bùi Minh Thảo,Genesis Social Responsibility Platform,Corporate,Finance,Finance Staff,Staff,1,E0829,78.3,71.7,53,30,27.9,3.4,G10
E0645,Bùi Gia Yến,Genesis Fund & Innovation,Executive,CEO Office,CEO Office Supervisor,Supervisor,1,CEO,56.3,56.3,62,51,48.2,7.7,G4
E0646,Đỗ Gia Nam,Genesis Fund & Innovation,Commercial,Marketing,Marketing Specialist,Specialist,1,E0210,82.7,70.2,24,65,35.6,8.2,G4
E0647,Phạm Văn Việt,Genesis Human Resources Services,Commercial,Sales,Sales Staff,Staff,1,E0194,84.9,59.5,64,46,47.4,1.8,G6
E0648,Hoàng Đức Việt,Genesis Fund & Innovation,Manufacturing,Production,Production Specialist,Specialist,1,E0863,73.1,78.8,62,93,47.1,3.1,G8
E0649,Đặng Minh Tuấn,Genesis Social Responsibility Platform,Corporate,Finance,Finance Senior Specialist,Senior Specialist,1,E0829,55.2,60.6,95,62,50.6,3.8,G5
E0650,Hoàng Đức Phúc,Genesis Human Resources Services,Executive,Transformation Office,Transformation Office Manager,Manager,1,CEO,77.0,42.6,74,89,60.9,3.1,G5
E0651,Vũ Thu Hà,Genesis Social Responsibility Platform,Manufacturing,Production,Production Specialist,Specialist,1,E0486,97.6,81.9,69,60,40.8,5.2,G6
E0652,Hoàng Đức Linh,Genesis Fund & Innovation,Corporate,Procurement,Procurement Staff,Staff,1,E0214,52.0,74.4,31,30,30.1,2.4,G10
E0653,Lê Gia An,Genesis Fund & Innovation,Manufacturing,Production,Production Staff,Staff,1,E0813,81.5,75.6,33,50,24.5,1.1,G4
E0654,Nguyễn Đức Hà,Genesis Holding Office,Manufacturing,Production,Production Specialist,Specialist,1,E0235,82.6,85.8,61,85,47.5,3.7,G8
E0655,Hồ Gia Thảo,Genesis Fund & Innovation,Manufacturing,Quality,Quality Manager,Manager,1,CEO,99.0,66.5,34,72,32.2,1.4,G10
E0656,Trần Thu Chi,Genesis Human Resources Services,Manufacturing,Supply Chain,Supply Chain Manager,Manager,1,CEO,95.5,95.4,59,92,39.1,1.8,G9
E0657,Lê Minh Tâm,Genesis Human Resources Services,Technology,IT,IT Supervisor,Supervisor,1,CEO,78.8,85.0,82,55,36.5,3.7,G4
E0658,Đỗ Thị Linh,Genesis Human Resources Services,Executive,CEO Office,CEO Office Senior Specialist,Senior Specialist,1,E0645,71.4,60.5,72,70,46.8,0.3,G4
E0659,Vũ Thị Trang,Genesis Human Resources Services,Investment,Research,Research Staff,Staff,1,E0381,73.6,82.8,30,49,30.3,6.4,G6
E0660,Lê Thị Mai,Genesis Holding Office,Manufacturing,Production,Production Supervisor,Supervisor,1,CEO,73.9,69.4,62,29,41.7,9.7,G3
E0661,Phạm Văn Quân,Genesis Holding Office,Manufacturing,Supply Chain,Supply Chain Manager,Manager,1,CEO,77.8,80.4,20,94,37.0,0.8,G8
E0662,Đặng Thị Trang,Genesis Human Resources Services,Manufacturing,Production,Production Specialist,Specialist,1,E0531,81.3,67.3,21,94,47.4,7.5,G3
E0663,Đỗ Đức Linh,Genesis Human Resources Services,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0863,77.5,84.1,41,90,39.8,1.8,G4
E0664,Lê Thu Minh,Genesis Human Resources Services,Manufacturing,Quality,Quality Staff,Staff,1,E0585,84.2,49.9,66,44,46.0,0.2,G3
E0665,Hoàng Ngọc Dũng,Genesis Holding Office,Technology,IT,IT Supervisor,Supervisor,1,CEO,73.5,78.2,95,20,29.6,1.9,G9
E0666,Hoàng Thị Yến,Genesis Holding Office,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0451,70.9,77.8,70,80,52.5,1.1,G5
E0667,Trần Đức Yến,Genesis Holding Office,Technology,Data & AI,Data & AI Staff,Staff,1,E0754,94.4,77.3,67,30,27.5,3.3,G6
E0668,Lê Văn Hà,Genesis Fund & Innovation,Manufacturing,Production,Production Manager,Manager,1,CEO,78.7,64.8,62,79,48.1,0.9,G10
E0669,Nguyễn Gia Thảo,Genesis Human Resources Services,Manufacturing,Production,Production Staff,Staff,1,E0235,88.0,59.4,47,41,37.8,0.3,G8
E0670,Bùi Thị Quân,Genesis Holding Office,Manufacturing,Production,Production Manager,Manager,1,CEO,75.2,71.4,33,89,39.4,2.5,G6
E0671,Bùi Thị Trang,Genesis Green Manufacturing,Corporate,HR,HR Staff,Staff,1,E0290,99.0,72.5,32,37,22.9,1.8,G10
E0672,Đặng Thị Hải,Genesis Fund & Innovation,Manufacturing,Quality,Quality Specialist,Specialist,1,E0708,76.6,61.1,51,86,48.1,0.9,G9
E0673,Phạm Thu Minh,Genesis Fund & Innovation,Manufacturing,Production,Production Staff,Staff,1,E0531,86.2,57.9,53,40,34.4,3.4,G6
E0674,Trần Gia An,Genesis Social Responsibility Platform,Manufacturing,Production,Production Staff,Staff,1,E0668,78.4,68.8,25,16,26.7,7.1,G5
E0675,Vũ Thu Mai,Genesis Social Responsibility Platform,Commercial,Sales,Sales Supervisor,Supervisor,1,CEO,99.0,40.4,45,53,48.9,3.4,G5
E0676,Hồ Gia Việt,Genesis Green Manufacturing,Manufacturing,Supply Chain,Supply Chain Staff,Staff,1,E0831,88.1,66.4,64,24,41.6,5.7,G2
E0677,Đỗ Đức Thảo,Genesis Holding Office,Executive,Strategy,Strategy Senior Specialist,Senior Specialist,1,E0826,64.5,56.4,33,85,49.5,0.9,G7
E0678,Hồ Thị Quân,Genesis Social Responsibility Platform,CSR,Sustainability,Sustainability Specialist,Specialist,1,E0984,88.6,73.9,59,68,38.3,0.9,G9
E0679,Hồ Thị Yến,Genesis Human Resources Services,Commercial,Sales,Sales Specialist,Specialist,1,E0488,80.6,67.7,91,61,41.8,6.3,G5
E0680,Hồ Đức Bình,Genesis Fund & Innovation,Commercial,Sales,Sales Specialist,Specialist,1,E0528,98.8,46.5,47,76,50.2,1.7,G4
E0681,Phạm Thu Tuấn,Genesis Fund & Innovation,Manufacturing,Quality,Quality Staff,Staff,1,E0266,83.5,66.6,48,42,32.8,1.7,G8
E0682,Trần Gia Chi,Genesis Human Resources Services,Commercial,Marketing,Marketing Staff,Staff,1,E0210,69.3,62.7,50,51,45.2,6.3,G8
E0683,Phạm Gia Việt,Genesis Social Responsibility Platform,Manufacturing,Supply Chain,Supply Chain Specialist,Specialist,1,E0407,94.2,53.2,33,65,46.8,6.8,G5
E0684,Hồ Văn Sơn,Genesis Social Responsibility Platform,Manufacturing,Supply Chain,Supply Chain Specialist,Specialist,1,E0732,81.7,99.0,62,86,32.7,0.5,G5
E0685,Lê Đức Minh,Genesis Human Resources Services,Technology,IT,IT Staff,Staff,1,E0074,82.8,71.5,73,56,49.9,2.2,G3
E0686,Bùi Minh Minh,Genesis Social Responsibility Platform,Manufacturing,Production,Production Staff,Staff,1,E0133,68.4,87.0,26,23,9.8,3.6,G10
E0687,Trần Thu Dũng,Genesis Holding Office,Manufacturing,Production,Production Supervisor,Supervisor,1,CEO,73.9,88.1,38,16,24.3,6.4,G8
E0688,Lê Minh Yến,Genesis Human Resources Services,Manufacturing,Maintenance,Maintenance Manager,Manager,1,CEO,87.4,64.3,50,98,47.1,5.3,G4
E0689,Lê Văn Mai,Genesis Social Responsibility Platform,Manufacturing,Quality,Quality Supervisor,Supervisor,1,CEO,78.4,95.9,54,28,23.7,3.4,G10
